starttime	seconds	ctime	dtime	ttime	wait
Fri Jul 18 18:01:11 2025	1752850871	2	5	7	4
Fri Jul 18 18:01:10 2025	1752850870	1	6	7	6
Fri Jul 18 18:01:12 2025	1752850872	0	7	7	7
Fri Jul 18 18:01:11 2025	1752850871	1	6	7	6
Fri Jul 18 18:01:13 2025	1752850873	1	6	7	6
Fri Jul 18 18:01:10 2025	1752850870	1	6	7	6
Fri Jul 18 18:01:12 2025	1752850872	1	6	7	6
Fri Jul 18 18:01:10 2025	1752850870	1	7	7	6
Fri Jul 18 18:01:10 2025	1752850870	0	7	7	7
Fri Jul 18 18:01:11 2025	1752850871	2	5	7	4
Fri Jul 18 18:01:12 2025	1752850872	4	3	7	3
Fri Jul 18 18:01:11 2025	1752850871	1	6	7	6
Fri Jul 18 18:01:11 2025	1752850871	2	5	7	5
Fri Jul 18 18:01:12 2025	1752850872	0	7	7	7
Fri Jul 18 18:01:10 2025	1752850870	0	7	7	7
Fri Jul 18 18:01:12 2025	1752850872	6	1	7	1
Fri Jul 18 18:01:12 2025	1752850872	2	5	7	4
Fri Jul 18 18:01:12 2025	1752850872	1	6	7	6
Fri Jul 18 18:01:11 2025	1752850871	4	4	7	3
Fri Jul 18 18:01:10 2025	1752850870	1	6	7	6
Fri Jul 18 18:01:10 2025	1752850870	2	6	7	6
Fri Jul 18 18:01:12 2025	1752850872	0	7	7	7
Fri Jul 18 18:01:11 2025	1752850871	2	5	7	4
Fri Jul 18 18:01:10 2025	1752850870	0	7	7	7
Fri Jul 18 18:01:10 2025	1752850870	0	7	7	7
Fri Jul 18 18:01:10 2025	1752850870	0	7	7	6
Fri Jul 18 18:01:11 2025	1752850871	2	5	7	5
Fri Jul 18 18:01:12 2025	1752850872	0	7	7	7
Fri Jul 18 18:01:12 2025	1752850872	1	6	7	6
Fri Jul 18 18:01:12 2025	1752850872	1	6	7	6
Fri Jul 18 18:01:10 2025	1752850870	1	7	7	7
Fri Jul 18 18:01:12 2025	1752850872	1	6	7	6
Fri Jul 18 18:01:12 2025	1752850872	1	7	7	6
Fri Jul 18 18:01:12 2025	1752850872	0	7	7	7
Fri Jul 18 18:01:11 2025	1752850871	1	7	7	4
Fri Jul 18 18:01:12 2025	1752850872	2	6	7	5
Fri Jul 18 18:01:12 2025	1752850872	2	5	7	5
Fri Jul 18 18:01:11 2025	1752850871	0	7	7	7
Fri Jul 18 18:01:12 2025	1752850872	1	7	7	6
Fri Jul 18 18:01:12 2025	1752850872	0	7	7	7
Fri Jul 18 18:01:11 2025	1752850871	0	7	7	7
Fri Jul 18 18:01:12 2025	1752850872	1	6	7	6
Fri Jul 18 18:01:10 2025	1752850870	0	7	7	7
Fri Jul 18 18:01:12 2025	1752850872	0	7	7	7
Fri Jul 18 18:01:10 2025	1752850870	0	7	7	7
Fri Jul 18 18:01:12 2025	1752850872	0	7	7	7
Fri Jul 18 18:01:11 2025	1752850871	2	6	7	5
Fri Jul 18 18:01:12 2025	1752850872	0	7	7	7
Fri Jul 18 18:01:11 2025	1752850871	0	7	7	7
Fri Jul 18 18:01:11 2025	1752850871	1	7	7	4
Fri Jul 18 18:01:12 2025	1752850872	1	7	7	6
Fri Jul 18 18:01:10 2025	1752850870	0	7	7	7
Fri Jul 18 18:01:12 2025	1752850872	1	6	7	6
Fri Jul 18 18:01:12 2025	1752850872	3	4	7	4
Fri Jul 18 18:01:10 2025	1752850870	1	6	7	6
Fri Jul 18 18:01:12 2025	1752850872	0	7	7	5
Fri Jul 18 18:01:12 2025	1752850872	1	6	7	6
Fri Jul 18 18:01:11 2025	1752850871	0	7	7	7
Fri Jul 18 18:01:12 2025	1752850872	0	7	7	7
Fri Jul 18 18:01:12 2025	1752850872	2	5	7	5
Fri Jul 18 18:01:11 2025	1752850871	1	6	7	6
Fri Jul 18 18:01:10 2025	1752850870	0	7	7	7
Fri Jul 18 18:01:12 2025	1752850872	1	6	7	6
Fri Jul 18 18:01:10 2025	1752850870	1	7	7	7
Fri Jul 18 18:01:12 2025	1752850872	2	6	7	6
Fri Jul 18 18:01:12 2025	1752850872	1	6	7	6
Fri Jul 18 18:01:11 2025	1752850871	1	6	7	6
Fri Jul 18 18:01:11 2025	1752850871	2	6	7	5
Fri Jul 18 18:01:12 2025	1752850872	0	7	7	7
Fri Jul 18 18:01:11 2025	1752850871	4	4	7	4
Fri Jul 18 18:01:10 2025	1752850870	0	7	7	7
Fri Jul 18 18:01:11 2025	1752850871	1	6	7	6
Fri Jul 18 18:01:12 2025	1752850872	2	6	7	6
Fri Jul 18 18:01:12 2025	1752850872	2	6	7	6
Fri Jul 18 18:01:12 2025	1752850872	2	6	7	5
Fri Jul 18 18:01:11 2025	1752850871	0	7	7	6
Fri Jul 18 18:01:12 2025	1752850872	2	6	7	6
Fri Jul 18 18:01:11 2025	1752850871	2	5	7	4
Fri Jul 18 18:01:12 2025	1752850872	1	6	7	6
Fri Jul 18 18:01:10 2025	1752850870	0	7	7	7
Fri Jul 18 18:01:10 2025	1752850870	0	7	7	7
Fri Jul 18 18:01:12 2025	1752850872	1	7	7	7
Fri Jul 18 18:01:12 2025	1752850872	0	7	7	7
Fri Jul 18 18:01:12 2025	1752850872	0	7	7	7
Fri Jul 18 18:01:10 2025	1752850870	0	7	7	7
Fri Jul 18 18:01:11 2025	1752850871	0	7	7	5
Fri Jul 18 18:01:10 2025	1752850870	0	7	7	7
Fri Jul 18 18:01:12 2025	1752850872	2	6	7	4
Fri Jul 18 18:01:10 2025	1752850870	1	7	7	6
Fri Jul 18 18:01:12 2025	1752850872	1	6	7	6
Fri Jul 18 18:01:10 2025	1752850870	0	7	7	6
Fri Jul 18 18:01:12 2025	1752850872	1	7	7	5
Fri Jul 18 18:01:11 2025	1752850871	1	7	7	6
Fri Jul 18 18:01:12 2025	1752850872	0	7	7	7
Fri Jul 18 18:01:12 2025	1752850872	0	7	7	6
Fri Jul 18 18:01:11 2025	1752850871	1	7	7	6
Fri Jul 18 18:01:10 2025	1752850870	0	7	7	7
Fri Jul 18 18:01:11 2025	1752850871	2	5	7	5
Fri Jul 18 18:01:13 2025	1752850873	1	7	7	7
Fri Jul 18 18:01:11 2025	1752850871	0	7	7	7
Fri Jul 18 18:01:11 2025	1752850871	0	7	7	5
Fri Jul 18 18:01:10 2025	1752850870	1	7	7	6
Fri Jul 18 18:01:12 2025	1752850872	1	6	7	6
Fri Jul 18 18:01:11 2025	1752850871	3	4	7	4
Fri Jul 18 18:01:10 2025	1752850870	0	7	7	7
Fri Jul 18 18:01:12 2025	1752850872	0	7	7	7
Fri Jul 18 18:01:11 2025	1752850871	0	7	7	7
Fri Jul 18 18:01:12 2025	1752850872	0	7	7	7
Fri Jul 18 18:01:11 2025	1752850871	4	3	7	3
Fri Jul 18 18:01:11 2025	1752850871	1	7	7	5
Fri Jul 18 18:01:12 2025	1752850872	0	7	7	7
Fri Jul 18 18:01:11 2025	1752850871	1	7	7	7
Fri Jul 18 18:01:12 2025	1752850872	2	6	7	5
Fri Jul 18 18:01:11 2025	1752850871	0	7	7	5
Fri Jul 18 18:01:11 2025	1752850871	0	7	7	7
Fri Jul 18 18:01:11 2025	1752850871	0	7	7	7
Fri Jul 18 18:01:11 2025	1752850871	0	7	7	6
Fri Jul 18 18:01:11 2025	1752850871	3	4	7	4
Fri Jul 18 18:01:12 2025	1752850872	2	6	7	6
Fri Jul 18 18:01:10 2025	1752850870	0	7	7	7
Fri Jul 18 18:01:11 2025	1752850871	4	3	7	3
Fri Jul 18 18:01:12 2025	1752850872	0	7	7	7
Fri Jul 18 18:01:13 2025	1752850873	0	7	7	7
Fri Jul 18 18:01:12 2025	1752850872	6	2	7	1
Fri Jul 18 18:01:11 2025	1752850871	2	6	7	5
Fri Jul 18 18:01:11 2025	1752850871	1	6	7	6
Fri Jul 18 18:01:12 2025	1752850872	1	7	7	6
Fri Jul 18 18:01:13 2025	1752850873	0	7	7	7
Fri Jul 18 18:01:11 2025	1752850871	4	3	7	3
Fri Jul 18 18:01:11 2025	1752850871	1	7	7	6
Fri Jul 18 18:01:10 2025	1752850870	0	7	7	7
Fri Jul 18 18:01:10 2025	1752850870	0	7	7	7
Fri Jul 18 18:01:12 2025	1752850872	5	2	7	2
Fri Jul 18 18:01:10 2025	1752850870	0	7	7	7
Fri Jul 18 18:01:10 2025	1752850870	0	7	7	7
Fri Jul 18 18:01:11 2025	1752850871	1	7	7	6
Fri Jul 18 18:01:13 2025	1752850873	1	7	7	7
Fri Jul 18 18:01:12 2025	1752850872	1	7	7	6
Fri Jul 18 18:01:12 2025	1752850872	0	7	7	7
Fri Jul 18 18:01:10 2025	1752850870	1	7	7	7
Fri Jul 18 18:01:12 2025	1752850872	2	5	7	5
Fri Jul 18 18:01:11 2025	1752850871	3	5	7	5
Fri Jul 18 18:01:11 2025	1752850871	2	5	7	4
Fri Jul 18 18:01:13 2025	1752850873	1	7	7	6
Fri Jul 18 18:01:11 2025	1752850871	3	4	7	4
Fri Jul 18 18:01:12 2025	1752850872	3	4	7	4
Fri Jul 18 18:01:12 2025	1752850872	0	7	7	7
Fri Jul 18 18:01:12 2025	1752850872	1	7	7	7
Fri Jul 18 18:01:12 2025	1752850872	2	6	7	6
Fri Jul 18 18:01:10 2025	1752850870	0	7	7	7
Fri Jul 18 18:01:10 2025	1752850870	0	7	7	7
Fri Jul 18 18:01:11 2025	1752850871	2	5	7	5
Fri Jul 18 18:01:11 2025	1752850871	0	7	7	7
Fri Jul 18 18:01:12 2025	1752850872	0	7	7	7
Fri Jul 18 18:01:13 2025	1752850873	1	7	7	7
Fri Jul 18 18:01:12 2025	1752850872	4	4	7	3
Fri Jul 18 18:01:12 2025	1752850872	2	5	7	4
Fri Jul 18 18:01:12 2025	1752850872	2	5	7	5
Fri Jul 18 18:01:11 2025	1752850871	0	7	7	5
Fri Jul 18 18:01:12 2025	1752850872	2	6	7	6
Fri Jul 18 18:01:12 2025	1752850872	1	7	7	6
Fri Jul 18 18:01:12 2025	1752850872	0	7	7	7
Fri Jul 18 18:01:12 2025	1752850872	0	7	7	7
Fri Jul 18 18:01:12 2025	1752850872	1	6	7	6
Fri Jul 18 18:01:12 2025	1752850872	1	6	7	6
Fri Jul 18 18:01:11 2025	1752850871	0	7	7	7
Fri Jul 18 18:01:12 2025	1752850872	4	4	7	3
Fri Jul 18 18:01:12 2025	1752850872	0	7	7	7
Fri Jul 18 18:01:11 2025	1752850871	0	7	7	7
Fri Jul 18 18:01:10 2025	1752850870	0	7	7	6
Fri Jul 18 18:01:11 2025	1752850871	0	7	7	7
Fri Jul 18 18:01:10 2025	1752850870	1	7	7	6
Fri Jul 18 18:01:10 2025	1752850870	0	7	7	7
Fri Jul 18 18:01:13 2025	1752850873	0	7	7	7
Fri Jul 18 18:01:10 2025	1752850870	0	7	7	7
Fri Jul 18 18:01:10 2025	1752850870	1	7	7	6
Fri Jul 18 18:01:11 2025	1752850871	2	6	7	5
Fri Jul 18 18:01:10 2025	1752850870	1	6	7	6
Fri Jul 18 18:01:12 2025	1752850872	0	7	7	6
Fri Jul 18 18:01:10 2025	1752850870	1	7	7	7
Fri Jul 18 18:01:11 2025	1752850871	0	7	7	7
Fri Jul 18 18:01:12 2025	1752850872	3	4	7	4
Fri Jul 18 18:01:10 2025	1752850870	0	7	7	7
Fri Jul 18 18:01:10 2025	1752850870	1	6	7	6
Fri Jul 18 18:01:10 2025	1752850870	1	6	7	6
Fri Jul 18 18:01:12 2025	1752850872	0	7	7	6
Fri Jul 18 18:01:11 2025	1752850871	0	7	7	7
Fri Jul 18 18:01:11 2025	1752850871	0	7	7	7
Fri Jul 18 18:01:12 2025	1752850872	3	5	7	4
Fri Jul 18 18:01:11 2025	1752850871	2	5	7	5
Fri Jul 18 18:01:11 2025	1752850871	2	6	7	6
Fri Jul 18 18:01:10 2025	1752850870	1	7	7	7
Fri Jul 18 18:01:11 2025	1752850871	0	7	7	7
Fri Jul 18 18:01:10 2025	1752850870	0	7	7	7
Fri Jul 18 18:01:11 2025	1752850871	0	7	7	7
Fri Jul 18 18:01:11 2025	1752850871	1	6	7	6
Fri Jul 18 18:01:11 2025	1752850871	0	7	7	7
Fri Jul 18 18:01:12 2025	1752850872	0	7	7	7
Fri Jul 18 18:01:12 2025	1752850872	0	7	7	7
Fri Jul 18 18:01:12 2025	1752850872	0	7	7	7
Fri Jul 18 18:01:12 2025	1752850872	3	4	7	3
Fri Jul 18 18:01:12 2025	1752850872	0	7	7	7
Fri Jul 18 18:01:10 2025	1752850870	1	7	7	6
Fri Jul 18 18:01:12 2025	1752850872	0	7	7	7
Fri Jul 18 18:01:12 2025	1752850872	2	6	7	5
Fri Jul 18 18:01:10 2025	1752850870	0	7	7	7
Fri Jul 18 18:01:12 2025	1752850872	0	7	7	7
Fri Jul 18 18:01:10 2025	1752850870	0	7	7	3
Fri Jul 18 18:01:12 2025	1752850872	0	7	7	6
Fri Jul 18 18:01:11 2025	1752850871	0	7	7	7
Fri Jul 18 18:01:11 2025	1752850871	2	6	7	5
Fri Jul 18 18:01:10 2025	1752850870	0	7	7	7
Fri Jul 18 18:01:12 2025	1752850872	0	7	7	7
Fri Jul 18 18:01:12 2025	1752850872	1	6	7	6
Fri Jul 18 18:01:11 2025	1752850871	2	6	7	5
Fri Jul 18 18:01:11 2025	1752850871	1	7	7	7
Fri Jul 18 18:01:10 2025	1752850870	2	5	7	5
Fri Jul 18 18:01:12 2025	1752850872	0	7	7	7
Fri Jul 18 18:01:10 2025	1752850870	1	7	7	6
Fri Jul 18 18:01:12 2025	1752850872	0	7	7	7
Fri Jul 18 18:01:10 2025	1752850870	0	7	7	7
Fri Jul 18 18:01:11 2025	1752850871	4	4	7	4
Fri Jul 18 18:01:11 2025	1752850871	2	5	7	5
Fri Jul 18 18:01:12 2025	1752850872	1	7	7	6
Fri Jul 18 18:01:12 2025	1752850872	1	6	7	6
Fri Jul 18 18:01:12 2025	1752850872	0	7	7	7
Fri Jul 18 18:01:12 2025	1752850872	0	7	7	7
Fri Jul 18 18:01:12 2025	1752850872	1	6	7	6
Fri Jul 18 18:01:12 2025	1752850872	0	7	7	6
Fri Jul 18 18:01:10 2025	1752850870	0	7	7	7
Fri Jul 18 18:01:11 2025	1752850871	1	7	7	5
Fri Jul 18 18:01:10 2025	1752850870	1	6	7	6
Fri Jul 18 18:01:10 2025	1752850870	0	7	7	7
Fri Jul 18 18:01:10 2025	1752850870	1	6	7	6
Fri Jul 18 18:01:12 2025	1752850872	0	7	7	7
Fri Jul 18 18:01:10 2025	1752850870	0	7	7	7
Fri Jul 18 18:01:12 2025	1752850872	6	1	7	1
Fri Jul 18 18:01:11 2025	1752850871	0	7	7	6
Fri Jul 18 18:01:10 2025	1752850870	0	7	7	7
Fri Jul 18 18:01:10 2025	1752850870	0	7	7	7
Fri Jul 18 18:01:12 2025	1752850872	0	7	7	7
Fri Jul 18 18:01:10 2025	1752850870	0	7	7	7
Fri Jul 18 18:01:11 2025	1752850871	1	7	7	6
Fri Jul 18 18:01:12 2025	1752850872	0	7	7	7
Fri Jul 18 18:01:11 2025	1752850871	4	4	7	3
Fri Jul 18 18:01:10 2025	1752850870	0	7	7	7
Fri Jul 18 18:01:10 2025	1752850870	0	7	7	7
Fri Jul 18 18:01:11 2025	1752850871	0	7	7	7
Fri Jul 18 18:01:12 2025	1752850872	0	7	8	7
Fri Jul 18 18:01:11 2025	1752850871	0	7	8	6
Fri Jul 18 18:01:11 2025	1752850871	2	6	8	5
Fri Jul 18 18:01:11 2025	1752850871	1	7	8	6
Fri Jul 18 18:01:12 2025	1752850872	0	7	8	7
Fri Jul 18 18:01:12 2025	1752850872	0	7	8	7
Fri Jul 18 18:01:12 2025	1752850872	0	7	8	7
Fri Jul 18 18:01:11 2025	1752850871	4	4	8	4
Fri Jul 18 18:01:10 2025	1752850870	1	7	8	7
Fri Jul 18 18:01:11 2025	1752850871	2	6	8	5
Fri Jul 18 18:01:11 2025	1752850871	3	4	8	3
Fri Jul 18 18:01:11 2025	1752850871	0	7	8	7
Fri Jul 18 18:01:10 2025	1752850870	0	7	8	7
Fri Jul 18 18:01:11 2025	1752850871	0	7	8	5
Fri Jul 18 18:01:12 2025	1752850872	2	5	8	5
Fri Jul 18 18:01:10 2025	1752850870	1	6	8	6
Fri Jul 18 18:01:10 2025	1752850870	2	6	8	5
Fri Jul 18 18:01:12 2025	1752850872	0	7	8	7
Fri Jul 18 18:01:11 2025	1752850871	2	6	8	5
Fri Jul 18 18:01:10 2025	1752850870	0	7	8	7
Fri Jul 18 18:01:12 2025	1752850872	0	7	8	7
Fri Jul 18 18:01:10 2025	1752850870	0	7	8	7
Fri Jul 18 18:01:12 2025	1752850872	0	7	8	7
Fri Jul 18 18:01:10 2025	1752850870	0	7	8	7
Fri Jul 18 18:01:12 2025	1752850872	4	4	8	3
Fri Jul 18 18:01:11 2025	1752850871	0	7	8	7
Fri Jul 18 18:01:12 2025	1752850872	0	7	8	7
Fri Jul 18 18:01:10 2025	1752850870	1	7	8	7
Fri Jul 18 18:01:11 2025	1752850871	0	7	8	5
Fri Jul 18 18:01:11 2025	1752850871	1	7	8	7
Fri Jul 18 18:01:11 2025	1752850871	1	7	8	6
Fri Jul 18 18:01:11 2025	1752850871	2	5	8	5
Fri Jul 18 18:01:11 2025	1752850871	4	4	8	4
Fri Jul 18 18:01:13 2025	1752850873	1	7	8	7
Fri Jul 18 18:01:12 2025	1752850872	0	7	8	7
Fri Jul 18 18:01:11 2025	1752850871	1	7	8	6
Fri Jul 18 18:01:12 2025	1752850872	1	7	8	7
Fri Jul 18 18:01:12 2025	1752850872	1	7	8	7
Fri Jul 18 18:01:12 2025	1752850872	2	5	8	5
Fri Jul 18 18:01:11 2025	1752850871	3	5	8	4
Fri Jul 18 18:01:10 2025	1752850870	1	7	8	7
Fri Jul 18 18:01:12 2025	1752850872	0	7	8	7
Fri Jul 18 18:01:12 2025	1752850872	0	7	8	7
Fri Jul 18 18:01:10 2025	1752850870	1	7	8	6
Fri Jul 18 18:01:10 2025	1752850870	0	7	8	7
Fri Jul 18 18:01:11 2025	1752850871	2	5	8	5
Fri Jul 18 18:01:12 2025	1752850872	0	7	8	7
Fri Jul 18 18:01:11 2025	1752850871	4	4	8	4
Fri Jul 18 18:01:13 2025	1752850873	0	7	8	2
Fri Jul 18 18:01:11 2025	1752850871	1	7	8	7
Fri Jul 18 18:01:11 2025	1752850871	0	7	8	7
Fri Jul 18 18:01:10 2025	1752850870	0	7	8	7
Fri Jul 18 18:01:12 2025	1752850872	0	7	8	5
Fri Jul 18 18:01:11 2025	1752850871	4	4	8	3
Fri Jul 18 18:01:11 2025	1752850871	0	7	8	7
Fri Jul 18 18:01:10 2025	1752850870	1	7	8	7
Fri Jul 18 18:01:12 2025	1752850872	0	7	8	7
Fri Jul 18 18:01:12 2025	1752850872	1	6	8	5
Fri Jul 18 18:01:11 2025	1752850871	3	5	8	5
Fri Jul 18 18:01:11 2025	1752850871	1	7	8	7
Fri Jul 18 18:01:11 2025	1752850871	3	5	8	4
Fri Jul 18 18:01:11 2025	1752850871	1	7	8	7
Fri Jul 18 18:01:11 2025	1752850871	1	7	8	7
Fri Jul 18 18:01:11 2025	1752850871	3	5	8	4
Fri Jul 18 18:01:11 2025	1752850871	2	6	8	5
Fri Jul 18 18:01:13 2025	1752850873	1	7	8	7
Fri Jul 18 18:01:12 2025	1752850872	0	7	8	7
Fri Jul 18 18:01:12 2025	1752850872	0	7	8	6
Fri Jul 18 18:01:11 2025	1752850871	1	7	8	5
Fri Jul 18 18:01:12 2025	1752850872	1	6	8	6
Fri Jul 18 18:01:11 2025	1752850871	1	7	8	7
Fri Jul 18 18:01:10 2025	1752850870	0	7	8	7
Fri Jul 18 18:01:10 2025	1752850870	0	8	8	7
Fri Jul 18 18:01:11 2025	1752850871	2	6	8	5
Fri Jul 18 18:01:12 2025	1752850872	2	6	8	4
Fri Jul 18 18:01:12 2025	1752850872	0	7	8	7
Fri Jul 18 18:01:10 2025	1752850870	0	8	8	7
Fri Jul 18 18:01:11 2025	1752850871	3	4	8	4
Fri Jul 18 18:01:10 2025	1752850870	0	8	8	7
Fri Jul 18 18:01:12 2025	1752850872	1	7	8	5
Fri Jul 18 18:01:10 2025	1752850870	0	7	8	7
Fri Jul 18 18:01:12 2025	1752850872	0	8	8	7
Fri Jul 18 18:01:13 2025	1752850873	1	7	8	6
Fri Jul 18 18:01:11 2025	1752850871	2	6	8	6
Fri Jul 18 18:01:12 2025	1752850872	1	6	8	6
Fri Jul 18 18:01:12 2025	1752850872	1	7	8	5
Fri Jul 18 18:01:12 2025	1752850872	1	7	8	6
Fri Jul 18 18:01:12 2025	1752850872	5	2	8	2
Fri Jul 18 18:01:12 2025	1752850872	3	5	8	4
Fri Jul 18 18:01:12 2025	1752850872	1	7	8	6
Fri Jul 18 18:01:10 2025	1752850870	0	7	8	7
Fri Jul 18 18:01:12 2025	1752850872	0	7	8	7
Fri Jul 18 18:01:12 2025	1752850872	2	6	8	6
Fri Jul 18 18:01:12 2025	1752850872	2	5	8	4
Fri Jul 18 18:01:10 2025	1752850870	2	5	8	4
Fri Jul 18 18:01:12 2025	1752850872	0	7	8	7
Fri Jul 18 18:01:11 2025	1752850871	2	5	8	4
Fri Jul 18 18:01:12 2025	1752850872	2	5	8	5
Fri Jul 18 18:01:12 2025	1752850872	2	6	8	5
Fri Jul 18 18:01:12 2025	1752850872	1	7	8	6
Fri Jul 18 18:01:10 2025	1752850870	0	7	8	7
Fri Jul 18 18:01:12 2025	1752850872	0	8	8	7
Fri Jul 18 18:01:11 2025	1752850871	3	4	8	4
Fri Jul 18 18:01:10 2025	1752850870	1	7	8	7
Fri Jul 18 18:01:11 2025	1752850871	1	7	8	4
Fri Jul 18 18:01:10 2025	1752850870	0	8	8	7
Fri Jul 18 18:01:10 2025	1752850870	0	7	8	7
Fri Jul 18 18:01:12 2025	1752850872	0	8	8	7
Fri Jul 18 18:01:12 2025	1752850872	0	8	8	8
Fri Jul 18 18:01:12 2025	1752850872	1	6	8	6
Fri Jul 18 18:01:11 2025	1752850871	3	4	8	3
Fri Jul 18 18:01:12 2025	1752850872	0	7	8	7
Fri Jul 18 18:01:11 2025	1752850871	0	8	8	7
Fri Jul 18 18:01:12 2025	1752850872	1	7	8	7
Fri Jul 18 18:01:11 2025	1752850871	0	7	8	7
Fri Jul 18 18:01:10 2025	1752850870	0	8	8	7
Fri Jul 18 18:01:10 2025	1752850870	0	8	8	7
Fri Jul 18 18:01:12 2025	1752850872	2	6	8	5
Fri Jul 18 18:01:12 2025	1752850872	0	8	8	6
Fri Jul 18 18:01:11 2025	1752850871	1	7	8	7
Fri Jul 18 18:01:10 2025	1752850870	0	7	8	6
Fri Jul 18 18:01:12 2025	1752850872	0	8	8	7
Fri Jul 18 18:01:12 2025	1752850872	2	6	8	5
Fri Jul 18 18:01:11 2025	1752850871	1	7	8	6
Fri Jul 18 18:01:10 2025	1752850870	1	7	8	6
Fri Jul 18 18:01:11 2025	1752850871	1	6	8	6
Fri Jul 18 18:01:13 2025	1752850873	0	7	8	7
Fri Jul 18 18:01:11 2025	1752850871	2	6	8	5
Fri Jul 18 18:01:12 2025	1752850872	1	6	8	6
Fri Jul 18 18:01:12 2025	1752850872	1	6	8	6
Fri Jul 18 18:01:10 2025	1752850870	0	8	8	8
Fri Jul 18 18:01:11 2025	1752850871	0	7	8	7
Fri Jul 18 18:01:11 2025	1752850871	1	7	8	6
Fri Jul 18 18:01:12 2025	1752850872	0	7	8	6
Fri Jul 18 18:01:11 2025	1752850871	1	7	8	6
Fri Jul 18 18:01:12 2025	1752850872	2	6	8	6
Fri Jul 18 18:01:12 2025	1752850872	0	7	8	6
Fri Jul 18 18:01:12 2025	1752850872	1	7	8	7
Fri Jul 18 18:01:11 2025	1752850871	0	8	8	8
Fri Jul 18 18:01:12 2025	1752850872	1	6	8	5
Fri Jul 18 18:01:12 2025	1752850872	1	7	8	7
Fri Jul 18 18:01:12 2025	1752850872	1	6	8	5
Fri Jul 18 18:01:10 2025	1752850870	0	7	8	7
Fri Jul 18 18:01:10 2025	1752850870	0	8	8	7
Fri Jul 18 18:01:12 2025	1752850872	0	8	8	8
Fri Jul 18 18:01:11 2025	1752850871	0	7	8	7
Fri Jul 18 18:01:12 2025	1752850872	1	6	8	5
Fri Jul 18 18:01:12 2025	1752850872	4	4	8	4
Fri Jul 18 18:01:12 2025	1752850872	2	6	8	6
Fri Jul 18 18:01:10 2025	1752850870	0	7	8	7
Fri Jul 18 18:01:12 2025	1752850872	1	7	8	7
Fri Jul 18 18:01:12 2025	1752850872	2	6	8	5
Fri Jul 18 18:01:10 2025	1752850870	0	8	8	8
Fri Jul 18 18:01:11 2025	1752850871	0	8	8	5
Fri Jul 18 18:01:10 2025	1752850870	1	6	8	6
Fri Jul 18 18:01:10 2025	1752850870	0	8	8	7
Fri Jul 18 18:01:12 2025	1752850872	0	8	8	7
Fri Jul 18 18:01:10 2025	1752850870	0	7	8	7
Fri Jul 18 18:01:10 2025	1752850870	0	8	8	7
Fri Jul 18 18:01:10 2025	1752850870	0	7	8	7
Fri Jul 18 18:01:11 2025	1752850871	0	7	8	7
Fri Jul 18 18:01:11 2025	1752850871	3	4	8	4
Fri Jul 18 18:01:12 2025	1752850872	0	8	8	7
Fri Jul 18 18:01:12 2025	1752850872	0	8	8	6
Fri Jul 18 18:01:11 2025	1752850871	0	8	8	8
Fri Jul 18 18:01:12 2025	1752850872	0	8	8	7
Fri Jul 18 18:01:12 2025	1752850872	0	8	8	7
Fri Jul 18 18:01:11 2025	1752850871	0	7	8	7
Fri Jul 18 18:01:11 2025	1752850871	1	7	8	7
Fri Jul 18 18:01:13 2025	1752850873	1	7	8	7
Fri Jul 18 18:01:12 2025	1752850872	0	8	8	8
Fri Jul 18 18:01:12 2025	1752850872	1	7	8	6
Fri Jul 18 18:01:12 2025	1752850872	0	7	8	7
Fri Jul 18 18:01:12 2025	1752850872	2	6	8	5
Fri Jul 18 18:01:10 2025	1752850870	1	7	8	6
Fri Jul 18 18:01:11 2025	1752850871	1	7	8	7
Fri Jul 18 18:01:10 2025	1752850870	0	7	8	7
Fri Jul 18 18:01:10 2025	1752850870	0	8	8	7
Fri Jul 18 18:01:10 2025	1752850870	0	8	8	8
Fri Jul 18 18:01:12 2025	1752850872	1	7	8	5
Fri Jul 18 18:01:11 2025	1752850871	1	7	8	6
Fri Jul 18 18:01:10 2025	1752850870	0	8	8	7
Fri Jul 18 18:01:10 2025	1752850870	0	8	8	7
Fri Jul 18 18:01:11 2025	1752850871	4	4	8	4
Fri Jul 18 18:01:12 2025	1752850872	0	8	8	5
Fri Jul 18 18:01:12 2025	1752850872	1	6	8	6
Fri Jul 18 18:01:10 2025	1752850870	0	8	8	8
Fri Jul 18 18:01:11 2025	1752850871	0	7	8	7
Fri Jul 18 18:01:12 2025	1752850872	0	7	8	7
Fri Jul 18 18:01:11 2025	1752850871	0	7	8	7
Fri Jul 18 18:01:12 2025	1752850872	3	4	8	4
Fri Jul 18 18:01:12 2025	1752850872	2	6	8	6
Fri Jul 18 18:01:11 2025	1752850871	1	7	8	6
Fri Jul 18 18:01:10 2025	1752850870	0	8	8	7
Fri Jul 18 18:01:11 2025	1752850871	2	5	8	5
Fri Jul 18 18:01:12 2025	1752850872	0	8	8	7
Fri Jul 18 18:01:10 2025	1752850870	0	8	8	8
Fri Jul 18 18:01:12 2025	1752850872	0	8	8	8
Fri Jul 18 18:01:11 2025	1752850871	1	7	8	6
Fri Jul 18 18:01:12 2025	1752850872	0	8	8	7
Fri Jul 18 18:01:13 2025	1752850873	1	7	8	7
Fri Jul 18 18:01:10 2025	1752850870	0	8	8	7
